"time","address","q_args","isp","country","rdns","user_agent","path"
"2021-08-06 17:42:31","63.32.98.239",,"AMAZON-02","Ireland","ec2-63-32-98-239.eu-west-1.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:81.0) Gecko/20100101 Firefox/81.0",NULL
"2021-08-06 18:37:24","47.229.154.194",,"CHARTER-20115","United States","047-229-154-194.res.spectrum.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",NULL
"2021-08-06 18:37:26","47.229.154.194",,"CHARTER-20115","United States","047-229-154-194.res.spectrum.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",NULL
"2021-08-06 19:31:58","192.36.71.133",,"Internet Vikings International AB","Sweden","192.36.71.133","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",NULL
"2021-08-06 22:49:23","137.226.113.44",,"RWTH Aachen University","Germany","researchscan36.comsys.rwth-aachen.de","Mozilla/5.0 (X11; Linux x86_64; rv:84.0) Gecko/20100101 Firefox/84.0",NULL
"2021-08-06 22:49:24","137.226.113.44",,"RWTH Aachen University","Germany","researchscan36.comsys.rwth-aachen.de","Mozilla/5.0 (X11; Linux x86_64; rv:84.0) Gecko/20100101 Firefox/84.0",NULL
"2021-08-07 06:59:38","144.86.173.71",,"GOOGLE-PRIVATE-CLOUD","United States","144.86.173.71","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",NULL
"2021-08-07 10:33:14","34.211.50.101",,"AMAZON-02","United States","ec2-34-211-50-101.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",NULL
"2021-08-07 10:34:10","54.149.251.6",,"AMAZON-02","United States","ec2-54-149-251-6.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",NULL
"2021-08-07 10:34:39","34.219.209.138",,"AMAZON-02","United States","ec2-34-219-209-138.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",NULL
"2021-08-07 11:36:31","213.180.203.44",,"YANDEX LLC","Russia","213-180-203-44.spider.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)",NULL
"2021-08-07 11:36:31","213.180.203.44",,"YANDEX LLC","Russia","213-180-203-44.spider.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)",NULL
"2021-08-07 17:59:43","92.118.160.5",,"SOFTLAYER","Lithuania","92.118.160.5.netsystemsresearch.com","Go http package",NULL
"2021-08-07 20:00:55","3.249.148.234",,"AMAZON-02","Ireland","ec2-3-249-148-234.eu-west-1.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:81.0) Gecko/20100101 Firefox/81.0",NULL
"2021-08-08 07:21:14","18.116.65.143",,"AMAZON-02","United States","ec2-18-116-65-143.us-east-2.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36",NULL
"2021-08-08 08:23:41","114.119.157.245",,"HUAWEI CLOUDS","Singapore","petalbot-114-119-157-245.petalsearch.com","Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)",NULL
"2021-08-08 09:20:55","34.221.185.110",,"AMAZON-02","United States","ec2-34-221-185-110.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",NULL
"2021-08-08 09:28:32","35.164.159.243",,"AMAZON-02","United States","ec2-35-164-159-243.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",NULL
"2021-08-08 09:32:28","34.221.52.233",,"AMAZON-02","United States","ec2-34-221-52-233.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",NULL
"2021-08-08 10:23:43","66.249.70.61",,"GOOGLE","United States","crawl-66-249-70-61.googlebot.com","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-08 10:26:06","66.249.70.59",,"GOOGLE","United States","crawl-66-249-70-59.googlebot.com","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-08 15:38:05","66.249.70.32",,"GOOGLE","United States","crawl-66-249-70-32.googlebot.com","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-08 19:13:06","66.249.70.59",,"GOOGLE","United States","crawl-66-249-70-59.googlebot.com","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-09 01:02:47","66.249.70.59",,"GOOGLE","United States","crawl-66-249-70-59.googlebot.com","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-09 03:21:19","141.8.142.82",,"YANDEX LLC","Russia","141-8-142-82.spider.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)",NULL
"2021-08-09 04:42:25","54.202.133.77",,"AMAZON-02","United States","ec2-54-202-133-77.us-west-2.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",NULL
"2021-08-09 04:42:25","54.202.133.77",,"AMAZON-02","United States","ec2-54-202-133-77.us-west-2.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",NULL
"2021-08-09 04:47:19","66.249.70.32",,"GOOGLE","United States","crawl-66-249-70-32.googlebot.com","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-09 09:11:10","162.55.85.220",,"Hetzner Online GmbH","Germany","ninja-crawler104.webmeup.com","Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/)",NULL
"2021-08-09 09:37:21","54.214.201.195",,"AMAZON-02","United States","ec2-54-214-201-195.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",NULL
"2021-08-09 10:12:43","66.249.70.32",,"GOOGLE","United States","crawl-66-249-70-32.googlebot.com","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-09 13:47:42","66.249.70.61",,"GOOGLE","United States","crawl-66-249-70-61.googlebot.com","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-09 17:18:09","34.241.196.146",,"AMAZON-02","Ireland","ec2-34-241-196-146.eu-west-1.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:81.0) Gecko/20100101 Firefox/81.0",NULL
"2021-08-09 22:33:43","66.249.70.41",,"GOOGLE","United States","crawl-66-249-70-41.googlebot.com","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-09 22:35:17","66.249.70.41",,"GOOGLE","United States","crawl-66-249-70-41.googlebot.com","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-10 02:50:06","34.252.60.75",,"AMAZON-02","Ireland","ec2-34-252-60-75.eu-west-1.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36",NULL
"2021-08-10 06:05:38","92.118.160.57",,"SOFTLAYER","Lithuania","92.118.160.57.netsystemsresearch.com","Go http package",NULL
"2021-08-10 07:44:32","66.249.70.43",,"GOOGLE","United States","crawl-66-249-70-43.googlebot.com","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-10 07:44:43","66.249.70.41",,"GOOGLE","United States","crawl-66-249-70-41.googlebot.com","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-10 07:57:41","144.86.173.141",,"GOOGLE-PRIVATE-CLOUD","United States","144.86.173.141","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",NULL
"2021-08-10 09:28:53","54.202.72.67",,"AMAZON-02","United States","ec2-54-202-72-67.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",NULL
"2021-08-10 09:30:05","35.162.80.249",,"AMAZON-02","United States","ec2-35-162-80-249.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",NULL
"2021-08-10 16:21:13","66.249.70.41",,"GOOGLE","United States","crawl-66-249-70-41.googlebot.com","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-10 16:21:13","66.249.70.41",,"GOOGLE","United States","crawl-66-249-70-41.googlebot.com","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-10 17:25:11","54.246.245.57",,"AMAZON-02","Ireland","ec2-54-246-245-57.eu-west-1.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:81.0) Gecko/20100101 Firefox/81.0",NULL
"2021-08-10 20:07:47","66.249.64.121",,"GOOGLE","United States","crawl-66-249-64-121.googlebot.com","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-10 21:09:29","54.170.131.221",,"AMAZON-02","Ireland","ec2-54-170-131-221.eu-west-1.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:81.0) Gecko/20100101 Firefox/81.0",NULL
"2021-08-10 21:14:49","63.32.60.44",,"AMAZON-02","Ireland","ec2-63-32-60-44.eu-west-1.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:81.0) Gecko/20100101 Firefox/81.0",NULL
"2021-08-11 01:32:15","66.249.70.41",,"GOOGLE","United States","crawl-66-249-70-41.googlebot.com","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-11 01:32:16","66.249.70.39",,"GOOGLE","United States","crawl-66-249-70-39.googlebot.com","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-11 04:53:05","40.88.21.235",,"MICROSOFT-CORP-MSN-AS-BLOCK","United States","40.88.21.235","Mozilla/5.0 (compatible; DuckDuckGo-Favicons-Bot/1.0; +http://duckduckgo.com)",NULL
"2021-08-11 09:33:36","18.237.179.199",,"AMAZON-02","United States","ec2-18-237-179-199.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",NULL
"2021-08-11 09:38:09","144.86.173.147",,"GOOGLE-PRIVATE-CLOUD","United States","144.86.173.147","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",NULL
"2021-08-11 09:45:39","35.166.40.209",,"AMAZON-02","United States","ec2-35-166-40-209.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",NULL
"2021-08-11 10:02:15","144.86.173.16",,"GOOGLE-PRIVATE-CLOUD","United States","144.86.173.16","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",NULL
"2021-08-11 10:45:53","66.249.70.39",,"GOOGLE","United States","crawl-66-249-70-39.googlebot.com","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-11 10:45:53","66.249.70.41",,"GOOGLE","United States","crawl-66-249-70-41.googlebot.com","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-11 10:47:55","207.46.13.155",,"MICROSOFT-CORP-MSN-AS-BLOCK","United States","msnbot-207-46-13-155.search.msn.com","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)",NULL
"2021-08-11 12:55:15","58.53.128.88",,"Chinanet","China","58.53.128.88","GRequests/0.10",NULL
"2021-08-11 17:09:35","34.241.122.54",,"AMAZON-02","Ireland","ec2-34-241-122-54.eu-west-1.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:81.0) Gecko/20100101 Firefox/81.0",NULL
"2021-08-11 17:42:21","213.180.203.44",,"YANDEX LLC","Russia","213-180-203-44.spider.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)",NULL
"2021-08-11 17:42:22","5.255.253.165",,"YANDEX LLC","Russia","5-255-253-165.spider.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)",NULL
"2021-08-11 19:57:36","66.249.70.39",,"GOOGLE","United States","crawl-66-249-70-39.googlebot.com","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-11 19:57:37","66.249.70.39",,"GOOGLE","United States","crawl-66-249-70-39.googlebot.com","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-12 02:31:56","213.180.203.44",,"YANDEX LLC","Russia","213-180-203-44.spider.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)",NULL
"2021-08-12 05:13:36","66.249.70.41",,"GOOGLE","United States","crawl-66-249-70-41.googlebot.com","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-12 05:13:37","66.249.70.41",,"GOOGLE","United States","crawl-66-249-70-41.googlebot.com","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-12 05:15:14","106.53.83.56",,"Shenzhen Tencent Computer Systems Company Limited","China","106.53.83.56","Mozilla/5.0 (compatible; ThinkBot/0.3.0; +In_the_test_phase,_if_the_spider_brings_you_trouble,_please_add_our_IP_to_the_blacklist._Thank_you.)",NULL
"2021-08-12 07:58:51","61.135.15.157",,"China Unicom Beijing Province Network","China","61.135.15.157","Mozilla/5.0 (Linux; Android 8.0; Pixel 2 Build/OPD3.170816.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4472.114 Mobile Safari/537.36",NULL
"2021-08-12 08:12:29","141.136.89.86","fbclid=IwAR0UyomJhgEK4BsgD0ofAJkRdk9rp11Ue-3UoqUy11KSSWJBFPQ_SMjdHng","Ucom CJSC","Armenia","host-86.89.136.141.ucom.am","Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",NULL
"2021-08-12 09:32:12","35.162.217.24",,"AMAZON-02","United States","ec2-35-162-217-24.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",NULL
"2021-08-12 10:36:50","61.135.15.190",,"China Unicom Beijing Province Network","China","61.135.15.190","Mozilla/5.0 (Linux; Android 8.0; OPPO x20 70816.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",NULL
"2021-08-12 13:15:11","64.246.165.210",,"LUNAVI-WA","United States","ipv4-64-246-165-210.greenhousedata.net","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:59.0) Gecko/20100101 Firefox/59.0",NULL
"2021-08-12 14:21:24","3.15.210.155",,"AMAZON-02","United States","ec2-3-15-210-155.us-east-2.compute.amazonaws.com","webprosbot/2.0 (abuse-6337@webpros.com)",NULL
"2021-08-12 16:45:50","66.249.70.43",,"GOOGLE","United States","crawl-66-249-70-43.googlebot.com","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-12 16:46:02","66.249.70.43",,"GOOGLE","United States","crawl-66-249-70-43.googlebot.com","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-12 17:27:39","54.170.60.125",,"AMAZON-02","Ireland","ec2-54-170-60-125.eu-west-1.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:81.0) Gecko/20100101 Firefox/81.0",NULL
"2021-08-13 04:49:30","137.226.113.44",,"RWTH Aachen University","Germany","researchscan36.comsys.rwth-aachen.de","Mozilla/5.0 (X11; Linux x86_64; rv:84.0) Gecko/20100101 Firefox/84.0",NULL
"2021-08-13 04:49:32","137.226.113.44",,"RWTH Aachen University","Germany","researchscan36.comsys.rwth-aachen.de","Mozilla/5.0 (X11; Linux x86_64; rv:84.0) Gecko/20100101 Firefox/84.0",NULL
"2021-08-13 05:14:28","78.29.33.107",,"Intersvyaz-2 JSC","Russia","pool-78-29-33-107.is74.ru","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",NULL
"2021-08-13 05:30:15","54.36.148.30",,"OVH SAS","France","ip-54-36-148-30.a.ahrefs.com","Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)",NULL
"2021-08-13 06:50:51","54.153.44.110",,"AMAZON-02","United States","ec2-54-153-44-110.us-west-1.compute.amazonaws.com","webprosbot/2.0 (abuse-6337@webpros.com)",NULL
"2021-08-13 07:23:26","31.13.127.6",,"FACEBOOK","Ireland","fwdproxy-cln-006.fbsv.net","facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)",NULL
"2021-08-13 07:23:27","31.13.127.27",,"FACEBOOK","Ireland","fwdproxy-cln-027.fbsv.net","facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)",NULL
"2021-08-13 07:23:27","31.13.127.17",,"FACEBOOK","Ireland","fwdproxy-cln-017.fbsv.net","facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)",NULL
"2021-08-13 07:23:27","31.13.127.16",,"FACEBOOK","Ireland","fwdproxy-cln-016.fbsv.net","facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)",NULL
"2021-08-13 08:59:39","144.86.173.10",,"GOOGLE-PRIVATE-CLOUD","United States","144.86.173.10","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",NULL
"2021-08-13 09:14:02","52.11.122.134",,"AMAZON-02","United States","ec2-52-11-122-134.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",NULL
"2021-08-13 09:14:02","35.163.129.234",,"AMAZON-02","United States","ec2-35-163-129-234.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",NULL
"2021-08-13 09:14:37","34.209.251.238",,"AMAZON-02","United States","ec2-34-209-251-238.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",NULL
"2021-08-13 15:24:26","93.158.91.183",,"IP-Only Networks AB","Sweden","93.158.91.183","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",NULL
"2021-08-13 17:26:13","54.170.230.58",,"AMAZON-02","Ireland","ec2-54-170-230-58.eu-west-1.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:81.0) Gecko/20100101 Firefox/81.0",NULL
"2021-08-13 22:34:25","144.86.173.146",,"GOOGLE-PRIVATE-CLOUD","United States","144.86.173.146","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",NULL
"2021-08-14 04:23:12","114.119.154.181",,"HUAWEI CLOUDS","Singapore","petalbot-114-119-154-181.petalsearch.com","Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)",NULL
"2021-08-14 05:14:50","144.86.173.80",,"GOOGLE-PRIVATE-CLOUD","United States","144.86.173.80","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",NULL
"2021-08-14 07:57:35","92.118.160.57",,"SOFTLAYER","Lithuania","92.118.160.57.netsystemsresearch.com","Go http package",NULL
"2021-08-14 09:12:23","34.208.88.41",,"AMAZON-02","United States","ec2-34-208-88-41.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",NULL
"2021-08-14 09:15:41","54.190.151.182",,"AMAZON-02","United States","ec2-54-190-151-182.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",NULL
"2021-08-14 15:06:19","92.118.160.57",,"SOFTLAYER","Lithuania","92.118.160.57.netsystemsresearch.com","NetSystemsResearch studies the availability of various services across the internet. Our website is netsystemsresearch.com",NULL
"2021-08-14 18:15:30","34.245.64.74",,"AMAZON-02","Ireland","ec2-34-245-64-74.eu-west-1.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:81.0) Gecko/20100101 Firefox/81.0",NULL
"2021-08-14 18:36:14","173.252.107.17",,"FACEBOOK","United States","fwdproxy-rva-017.fbsv.net","facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)",NULL
"2021-08-14 18:36:16","173.252.107.17",,"FACEBOOK","United States","fwdproxy-rva-017.fbsv.net","facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)",NULL
"2021-08-15 06:15:45","92.118.160.5",,"SOFTLAYER","Lithuania","92.118.160.5.netsystemsresearch.com","NetSystemsResearch studies the availability of various services across the internet. Our website is netsystemsresearch.com",NULL
"2021-08-15 07:37:18","3.138.135.202",,"AMAZON-02","United States","ec2-3-138-135-202.us-east-2.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36",NULL
"2021-08-15 09:50:48","54.212.179.156",,"AMAZON-02","United States","ec2-54-212-179-156.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",NULL
"2021-08-15 12:20:04","54.36.148.248",,"OVH SAS","France","ip-54-36-148-248.a.ahrefs.com","Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)",NULL
"2021-08-15 16:01:51","66.249.70.41",,"GOOGLE","United States","crawl-66-249-70-41.googlebot.com","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-15 16:03:39","66.249.70.43",,"GOOGLE","United States","crawl-66-249-70-43.googlebot.com","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",NULL
"2021-08-16 04:40:32","34.212.65.78",,"AMAZON-02","United States","ec2-34-212-65-78.us-west-2.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",NULL
"2021-08-16 04:41:57","34.212.65.78",,"AMAZON-02","United States","ec2-34-212-65-78.us-west-2.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",NULL
